# bottom_clearance_mean xplace_mean yplace_mean impeller/height_ratio_mean impeller/diameter_ratio_mean impeller/0/place_rel_mean impeller/0/xlen_rel_mean impeller/0/ylen_rel_mean impeller/0/joint_place_mean impeller/0/joint_angle_mean impeller/0/lean_place_mean impeller/0/lean_angle_mean impeller/0/turn_place_mean impeller/0/turn_angle_mean impeller/0/twist_mean impeller/0/helix_mean impeller/0/curl_mean impeller/0/around_number_mean impeller/0/repeat_number_mean impeller/0/repeat_heights_equal_mean impeller/0/repeat_angles_bias_mean impeller/fidgetsurface/0/alpha1_mean impeller/fidgetsurface/0/beta1_mean bottom_clearance_std xplace_std yplace_std impeller/height_ratio_std impeller/diameter_ratio_std impeller/0/place_rel_std impeller/0/xlen_rel_std impeller/0/ylen_rel_std impeller/0/joint_place_std impeller/0/joint_angle_std impeller/0/lean_place_std impeller/0/lean_angle_std impeller/0/turn_place_std impeller/0/turn_angle_std impeller/0/twist_std impeller/0/helix_std impeller/0/curl_std impeller/0/around_number_std impeller/0/repeat_number_std impeller/0/repeat_heights_equal_std impeller/0/repeat_angles_bias_std impeller/fidgetsurface/0/alpha1_std impeller/fidgetsurface/0/beta1_std overall_std
4.674210203660784657e-01 3.982724984517428679e-02 -5.001235091231485269e-02 7.948877210648962466e-01 7.773160311839160119e-01 2.850883923640489814e-01 8.646819073520021215e-01 3.601136100525642592e-01 9.685836792263997630e-01 4.903608597144300774e+01 1.341124536557852798e-01 8.706575419500347834e+01 1.670744645507498127e-01 3.077462936253713721e+01 3.061254598821251172e+00 1.904709317124355152e+02 8.635749918830117888e-01 4.325908960198933784e+00 1.396656881673449924e+00 8.676335652299430601e-01 1.289535067264199313e+02 3.580907211625828701e+00 2.891135302179018152e-01 1.831493983144223126e-01 3.517504771848744549e-01 3.462750932710362828e-01 1.815082242501964704e-01 1.682443417402120223e-01 2.538834215503926184e-01 2.310621077367305820e-01 2.281611567038462907e-01 2.242920103509399299e-01 8.083798196270996073e+01 2.222476259949653921e-01 8.358675620437244902e+01 2.298270329006928958e-01 8.306695312237606288e+01 8.658093330606416771e+01 8.146871885143730196e+01 1.169007942329552776e+02 3.761394522121797479e+00 1.676101141547408524e+00 9.394298691687507086e-01 4.480095118489896322e+01 1.841554153639584079e+00 1.164273336388352842e+00 8.528785334488302450e-01
5.234196246512664574e-01 2.756956461631595440e-02 3.730602592256418437e-02 7.820244810690304416e-01 7.509196647719690310e-01 3.237387367686492823e-01 7.540018152450278510e-01 3.811997895354838350e-01 8.844598997989243649e-01 4.054977188943183819e+01 2.049343379247896557e-01 9.994015204092390547e+01 1.277191309969024913e-01 4.329770562934637468e+01 1.683283268506623909e+00 1.604921281275028377e+02 6.319586164032467757e+00 5.732660485922172811e+00 1.279710793267459401e+00 6.479831961456332667e-01 1.091673280991172561e+02 3.006677332627214483e+00 8.555037398796047632e-02 1.758395231606080522e-01 3.350825039837199704e-01 3.266179571852130814e-01 1.714956060316576436e-01 1.537126517871672815e-01 2.465960171534563594e-01 2.218088300585652761e-01 2.175668800082070919e-01 2.101506334932893572e-01 7.669980068390185579e+01 2.088158310294542519e-01 7.903922720467731722e+01 2.175512017226691741e-01 7.927654977576827378e+01 8.305067466896818473e+01 7.781460580680050043e+01 1.116929808342124204e+02 3.565677799893379074e+00 1.579560636069527790e+00 9.039259219462265627e-01 4.367272992392149433e+01 1.760370252563167925e+00 1.110370319722924437e+00 8.136621194237001475e-01
5.578770906763524939e-01 -4.388413084362415700e-02 -4.207908132481030100e-02 7.689341696823100980e-01 7.579698523549697198e-01 3.718829097411524010e-01 8.105696419444696765e-01 3.370547863025096236e-01 9.239087801695140545e-01 1.046824656265435216e+01 1.768809134501007074e-01 8.238536552274774749e+01 1.431786049336438160e-01 8.767475419572714657e+01 4.865311696246202855e-01 1.563066800385448119e+02 1.241708615697098850e+01 6.871954770211885055e+00 1.335078695171370233e+00 3.366816261737719529e-01 9.850254339784486035e+01 2.668390598685499882e+00 7.955006759997831911e-02 1.703023358879174887e-01 3.212094000928228388e-01 3.191976383392168271e-01 1.669368781184854822e-01 1.501273801936223173e-01 2.376577444458180255e-01 2.172627323696160184e-01 2.122031264811299889e-01 2.039605583697392532e-01 7.569991039639619146e+01 2.032375922870238993e-01 7.642121516868300546e+01 2.145241935733566141e-01 7.877822747023684258e+01 8.166033008743636401e+01 7.624456994331377757e+01 1.091170408363091155e+02 3.475153489023180331e+00 1.514514583067458897e+00 8.737549844030957358e-01 4.219351234468957301e+01 1.738473488542505052e+00 1.097077085156527687e+00 7.970039508723518740e-01
5.599038923914035903e-01 -4.158137038513912837e-02 -6.567615398569741358e-02 7.749111462373946546e-01 7.316793129548458952e-01 3.848290364256437002e-01 8.456557191918954164e-01 2.746228144790121006e-01 8.709914540585445009e-01 4.146890312116038757e+00 1.608324939846899060e-01 5.454626923401112037e+01 6.997016715669099329e-02 8.848760167605898630e+01 1.582262364500114948e+01 1.932451444841560146e+02 2.306778038063088232e+00 5.593499262899642055e+00 9.645204948795923494e-01 4.534329576347148616e-01 9.831869471995312892e+01 3.430753769330525671e+00 4.925077608125031162e-03 1.641256817123178113e-01 3.030917278225205846e-01 3.028697837171663299e-01 1.594086702281954371e-01 1.431267593227071033e-01 2.269988156070616991e-01 2.094167747722099626e-01 2.042465611229888900e-01 1.962241150209916296e-01 7.387875298004449576e+01 1.976572902667051435e-01 7.358512590659680086e+01 2.065557110937979446e-01 7.517199941762612525e+01 7.931497794697102677e+01 7.329016249129237792e+01 1.039189699524898600e+02 3.319865118797102443e+00 1.435879421780450471e+00 8.355213615975296548e-01 4.064064369904093610e+01 1.670173821749499687e+00 1.050100021420728780e+00 7.667919613204090545e-01
4.801295429877894816e-01 -7.392543145387539538e-02 -6.369995089054064641e-02 7.484282459008225752e-01 7.656241344988364839e-01 3.540787421001594382e-01 8.272160132680506095e-01 2.618418269705624080e-01 9.027520518736639188e-01 1.562893414412198645e-01 9.028819289071536580e-02 4.915870261323476598e+01 6.310179676882260447e-02 6.705335445585527054e+01 2.045582764454599456e+01 1.838930890277617891e+02 3.262493836341402886e+00 3.800608411465626446e+00 6.297851943994982049e-01 8.334343408723642321e-01 1.005012200287788176e+02 4.648421187043612512e+00 1.796980429560079973e-01 1.617786758844944328e-01 2.924363584478122391e-01 2.934873426677579444e-01 1.579964099667980626e-01 1.387786434212791575e-01 2.227618727791895459e-01 2.062934819967947586e-01 2.010083189501315482e-01 1.928625077968133539e-01 7.243435329835931213e+01 1.947838428499408525e-01 7.206824750244307154e+01 2.026367053699596465e-01 7.409146367729240978e+01 7.779628934104400173e+01 7.286765837813442204e+01 1.015535525612153691e+02 3.355105519687759941e+00 1.416851029739204737e+00 8.329352652849707495e-01 4.002739425983116917e+01 1.662782426458569107e+00 1.034942639228136008e+00 7.556200890191272501e-01
5.251795307250962663e-01 5.333231499427506205e-03 -7.035373851577750304e-02 7.999397920785051852e-01 7.996044632519445639e-01 4.396044514543723247e-01 9.199013815265861815e-01 1.852012819808726007e-01 8.386075254271494472e-01 -5.839042941354365190e+00 1.729069575985409113e-01 5.954028445811496084e+01 7.100480503991012105e-02 7.065718570030590229e+01 1.784357764180499117e+01 2.192569863763608851e+02 1.157852010233836326e-01 3.000699996451736240e+00 1.105192124858521252e+00 8.285793347485705951e-01 1.084944865936622875e+02 4.711684995985151225e+00 2.101006235652244647e-01 1.628922514731964422e-01 2.950613880020810376e-01 2.928665069477479066e-01 1.613715786361213378e-01 1.419652630304171492e-01 2.246170366805561869e-01 2.060776894323972375e-01 2.018890066206026068e-01 1.921813954672839386e-01 7.362801534281621230e+01 1.959447734310689748e-01 7.111798678139577135e+01 2.038848999319961275e-01 7.470080536422534578e+01 7.805821403305077411e+01 7.362449638795939677e+01 1.024086582777568992e+02 3.364346575283952756e+00 1.417749626117818407e+00 8.383091717648657459e-01 4.036580092233931794e+01 1.696118361657720008e+00 1.034116471148649685e+00 7.618421333333810219e-01
4.946488888502544867e-01 5.552161592321032402e-03 -7.868237656033748306e-02 7.974936157762309019e-01 7.674229065809207162e-01 4.230234425475364879e-01 8.707399313414914133e-01 1.887697586189304166e-01 9.462887379422240119e-01 2.626149337909485126e+00 1.622256410414454342e-01 6.498017717809169369e+01 1.077811839328379068e-03 7.038587219283331819e+01 3.727111954769948454e+01 1.850049016112501477e+02 1.231295938390559108e+01 3.989583662992894464e+00 5.638709022679390115e-01 7.535233785306140186e-01 1.020891362163561382e+02 4.518917792778877285e+00 3.439758628979382449e-01 1.486772581676014393e-01 2.678162396576740933e-01 2.660985887483552359e-01 1.486229942732049114e-01 1.318404676303440715e-01 2.046030721910365724e-01 1.908203871686643405e-01 1.844075742955454400e-01 1.752785175518473126e-01 6.773580099027518031e+01 1.826594436376166586e-01 6.552923670284349100e+01 1.905692141942007256e-01 6.933131990936720968e+01 7.247159138447528903e+01 6.783473352307120763e+01 9.439257277893594278e+01 3.145257041769260908e+00 1.296625457474513743e+00 7.628765785064567373e-01 3.724797584759917868e+01 1.564494023864072325e+00 9.534410871206151494e-01 7.027169117593294878e-01
5.087804172181316087e-01 -2.107321673919133539e-02 -3.900086776029967894e-02 7.955376424688266335e-01 7.509978338270206777e-01 3.920488951347478324e-01 8.469396139132645551e-01 1.981276401842739510e-01 8.965783052759539462e-01 2.052320974171633239e+01 7.491487070865589237e-02 7.033177281806494818e+01 7.683753597002827146e-03 8.385560895641347656e+01 3.657794782708430859e+01 1.795477258805632061e+02 1.243109811275284082e+00 4.124818747736113345e+00 5.215155300068948785e-01 9.328910940856730560e-01 1.079736369025759757e+02 4.621184644361623128e+00 5.728063192407910620e-01 1.360662026937954350e-01 2.433523171310689182e-01 2.407511428094786243e-01 1.358235280806923684e-01 1.196807923113917399e-01 1.866651988187371658e-01 1.739987414839163915e-01 1.674983814821787986e-01 1.616602133254530782e-01 6.191890973066453085e+01 1.720837317613960193e-01 6.102472468226265079e+01 1.755899300627772330e-01 6.349645466299853069e+01 6.659008097028677753e+01 6.222317232892564220e+01 8.499910489109301182e+01 2.845917163117164250e+00 1.171524414679135040e+00 6.961200677988143015e-01 3.461376688687197856e+01 1.423801831508117566e+00 8.632202628592059446e-01 6.432603482746134249e-01
5.210892032176906996e-01 4.632134937692673933e-03 -2.677310074557668132e-02 7.888090628094382994e-01 7.615737728652441918e-01 4.535936921244678732e-01 8.243036378510922857e-01 2.451558735069987449e-01 8.681276797932859779e-01 2.098159217948428790e+01 2.905399650405978904e-02 5.173212816254078206e+01 5.559176661058093556e-03 1.110406913808488980e+02 5.192191275125114203e+01 1.457968916329360809e+02 2.552708743266406799e+01 5.104613701556457883e+00 5.032405219244766581e-01 4.491144969799105713e-01 1.153820849962134076e+02 4.381532822461426058e+00 9.687251901633600060e-01 1.368084948404451329e-01 2.428786409630145915e-01 2.406162336831524085e-01 1.375282262403091649e-01 1.211566193076590164e-01 1.847964078002204968e-01 1.746667705177648577e-01 1.670937007424444232e-01 1.643490844664499406e-01 6.216977403291056703e+01 1.730359824186809281e-01 6.244564655283657828e+01 1.773121527948285370e-01 6.416456030260846433e+01 6.755251098197960857e+01 6.372277367213751376e+01 8.564976726177471278e+01 2.870666104396075724e+00 1.158910259820023381e+00 7.139036322289047387e-01 3.506625828944489598e+01 1.442836321004778766e+00 8.931899741478508403e-01 6.499615101321215560e-01
5.210892032176906996e-01 4.632134937692673933e-03 -2.677310074557668132e-02 7.888090628094382994e-01 7.615737728652441918e-01 4.535936921244678732e-01 8.243036378510922857e-01 2.451558735069987449e-01 8.681276797932859779e-01 2.098159217948428790e+01 2.905399650405978904e-02 5.173212816254078206e+01 5.559176661058093556e-03 1.110406913808488980e+02 5.192191275125114203e+01 1.457968916329360809e+02 2.552708743266406799e+01 5.104613701556457883e+00 5.032405219244766581e-01 4.491144969799105713e-01 1.153820849962134076e+02 4.381532822461426058e+00 9.687251901633600060e-01 1.368084948404451329e-01 2.428786409630145915e-01 2.406162336831524085e-01 1.375282262403091649e-01 1.211566193076590164e-01 1.847964078002204968e-01 1.746667705177648577e-01 1.670937007424444232e-01 1.643490844664499406e-01 6.216977403291056703e+01 1.730359824186809281e-01 6.244564655283657828e+01 1.773121527948285370e-01 6.416456030260846433e+01 6.755251098197960857e+01 6.372277367213751376e+01 8.564976726177471278e+01 2.870666104396075724e+00 1.158910259820023381e+00 7.139036322289047387e-01 3.506625828944489598e+01 1.442836321004778766e+00 8.931899741478508403e-01 6.499615101321215560e-01
5.504633787071266937e-01 8.739175423006948981e-03 -3.163669109787765193e-02 7.990331699797605935e-01 7.526915515978561677e-01 4.658776249585175333e-01 8.032679234867133866e-01 2.216359894235224448e-01 9.213828091244288254e-01 2.163534246690581853e+01 4.893572420390459449e-02 6.001582091154236309e+01 1.575894226873247872e-02 1.148218004963685104e+02 3.627785548559519668e+01 1.478760249164922413e+02 3.390643844745581781e+00 5.812556791077343021e+00 5.150356643438788184e-01 1.884615070455627484e-01 1.153158161215079645e+02 4.503838827133452405e+00 7.418347840583208175e-01 1.252222353530766108e-01 2.238783852450235423e-01 2.177724439663620559e-01 1.285968734479018549e-01 1.114190392605441254e-01 1.700408385426619429e-01 1.614659817313209289e-01 1.559611624167624999e-01 1.504967037984886180e-01 5.760080067523268355e+01 1.603597666196498739e-01 5.881334374659439135e+01 1.646881752347653383e-01 6.012120348104127032e+01 6.276673693410155863e+01 5.943759901678171786e+01 7.988024570642561173e+01 2.662852985148099094e+00 1.056352877959169101e+00 6.725747376963360225e-01 3.245890617336318229e+01 1.340159925353161752e+00 8.255893146876760458e-01 6.038993400706070824e-01
