# bottom_clearance_mean xplace_mean yplace_mean impeller/height_ratio_mean impeller/diameter_ratio_mean impeller/0/place_rel_mean impeller/0/xlen_rel_mean impeller/0/ylen_rel_mean impeller/0/joint_place_mean impeller/0/joint_angle_mean impeller/0/lean_place_mean impeller/0/lean_angle_mean impeller/0/turn_place_mean impeller/0/turn_angle_mean impeller/0/twist_mean impeller/0/helix_mean impeller/0/curl_mean impeller/0/around_number_mean impeller/0/repeat_number_mean impeller/0/repeat_heights_equal_mean impeller/0/repeat_angles_bias_mean impeller/fidgetsurface/0/alpha1_mean impeller/fidgetsurface/0/beta1_mean bottom_clearance_std xplace_std yplace_std impeller/height_ratio_std impeller/diameter_ratio_std impeller/0/place_rel_std impeller/0/xlen_rel_std impeller/0/ylen_rel_std impeller/0/joint_place_std impeller/0/joint_angle_std impeller/0/lean_place_std impeller/0/lean_angle_std impeller/0/turn_place_std impeller/0/turn_angle_std impeller/0/twist_std impeller/0/helix_std impeller/0/curl_std impeller/0/around_number_std impeller/0/repeat_number_std impeller/0/repeat_heights_equal_std impeller/0/repeat_angles_bias_std impeller/fidgetsurface/0/alpha1_std impeller/fidgetsurface/0/beta1_std overall_std
1.460690688643994983e+00 6.223007788308481530e-02 -7.814429830049193781e-02 2.484024128327800174e+00 2.429112597449737176e+00 7.127209809101224813e-01 2.161704768380005248e+00 9.002840251314105924e-01 2.421459198065999185e+00 3.405283748016875722e-01 3.352811341394631994e-01 6.046232930208574885e-01 4.176861613768745318e-01 2.137127039065079004e-01 2.125871249181424463e-02 1.322714803558580066e+00 4.317874959415058875e-03 6.759232750310834037e-01 4.364552755229531011e-01 5.422709782687143987e-01 1.791020926755832354e+00 1.119033503633071414e+00 1.445567651089509076e-01 5.723418697325696192e-01 5.496101206013662699e-01 5.410548332359941259e-01 5.672132007818638799e-01 5.257635679381624794e-01 6.347085538759815737e-01 5.776552693418264273e-01 5.704028917596156711e-01 5.607300258773497692e-01 5.613748747410414186e-01 5.556190649874134246e-01 5.804635847525864145e-01 5.745675822517322118e-01 5.768538411276115108e-01 6.012564812921122881e-01 5.657549920238701402e-01 5.845039711647763703e-01 5.877178940815308561e-01 5.237816067335651082e-01 5.871436682304691512e-01 6.222354331235967484e-01 5.754856730123699693e-01 5.821366681941764210e-01 8.528785334488302450e-01
1.635686327035207333e+00 4.307744471299367051e-02 5.829066550400652247e-02 2.443826503340719825e+00 2.346623952412402847e+00 8.093468419216232057e-01 1.885004538112569517e+00 9.529994738387095321e-01 2.211149749497310690e+00 2.815956381210544257e-01 5.123358448119741393e-01 6.940288336175270967e-01 3.192978274922562143e-01 3.006785113149053612e-01 1.168946714240711067e-02 1.114528667552103114e+00 3.159793082016233712e-02 8.957282009253394461e-01 3.999096228960810073e-01 4.049894975910207640e-01 1.516212890265517421e+00 9.395866664460045259e-01 4.277518699398023816e-02 5.494985098769000764e-01 5.235664124745623704e-01 5.103405581018953807e-01 5.359237688489300044e-01 4.803520368348976333e-01 6.164900428836408430e-01 5.545220751464131625e-01 5.439172000205176882e-01 5.253765837332233790e-01 5.326375047493184800e-01 5.220395775736356159e-01 5.488835222547036041e-01 5.438780043066728798e-01 5.505315956650574938e-01 5.767407963122790360e-01 5.403792069916701912e-01 5.584649041710620931e-01 5.571371562333404803e-01 4.936126987717274206e-01 5.649537012163915461e-01 6.065656933877985324e-01 5.501157039259899628e-01 5.551851598614622185e-01 8.136621194237001475e-01
1.743365908363601058e+00 -6.856895444316273014e-02 -6.574856457001608534e-02 2.402919280257218571e+00 2.368655788609280055e+00 9.297072743528809191e-01 2.026424104861173969e+00 8.426369657562740034e-01 2.309771950423785025e+00 7.269615668509966933e-02 4.422022836252517686e-01 5.721205939079704317e-01 3.579465123341095123e-01 6.088524596925496413e-01 3.378688677948752175e-03 1.085463055823227885e+00 6.208543078485494193e-02 1.073742932845606957e+00 4.172120922410531563e-01 2.104260163586074706e-01 1.368090880525623110e+00 8.338720620892187130e-01 3.977503379998915956e-02 5.321947996497420341e-01 5.018896876450356093e-01 4.987463099050262194e-01 5.216777441202670174e-01 4.691480631050696237e-01 5.941443611145450499e-01 5.431568309240399905e-01 5.305078162028249444e-01 5.099013959243481331e-01 5.256938221971957370e-01 5.080939807175597345e-01 5.307028831158542292e-01 5.363104839333915352e-01 5.470710240988669870e-01 5.670856256071969970e-01 5.294761801619012331e-01 5.455852041815455467e-01 5.429927326598719128e-01 4.732858072085808776e-01 5.460968652519347932e-01 5.860210047873551931e-01 5.432729651695328288e-01 5.485385425782638436e-01 7.970039508723518740e-01
1.749699663723135901e+00 -6.497089122677987549e-02 -1.026189906026521853e-01 2.421597331991857782e+00 2.286497852983893075e+00 9.620725910641092504e-01 2.114139297979738430e+00 6.865570361975302793e-01 2.177478635146361086e+00 2.879784938969471436e-02 4.020812349617247095e-01 3.787935363472994532e-01 1.749254178917274694e-01 6.144972338615207752e-01 1.098793308680635350e-01 1.341980170028861163e+00 1.153389019031544199e-02 8.739842598280690433e-01 3.014126546498726023e-01 2.833955985216967677e-01 1.365537426666015630e+00 1.072110552915789272e+00 2.462538804062515581e-03 5.128927553509931014e-01 4.735808247226883094e-01 4.732340370580722655e-01 4.981520944631106507e-01 4.472711228834596042e-01 5.674970390176542478e-01 5.235419369305248649e-01 5.106164028074722250e-01 4.905602875524790463e-01 5.130468956947534798e-01 4.941432256667628309e-01 5.110078187958111418e-01 5.163892777344948337e-01 5.220277737335147217e-01 5.507984579650765378e-01 5.089594617450859948e-01 5.195948497624492957e-01 5.187289248120472429e-01 4.487123193063907167e-01 5.222008509984560343e-01 5.644533847089019396e-01 5.219293192967185968e-01 5.250500107103643899e-01 7.667919613204090545e-01
1.500404821836841762e+00 -1.155084866466802723e-01 -9.953117326646973573e-02 2.338838268440070145e+00 2.392575420308863610e+00 8.851968552503985954e-01 2.068040033170126524e+00 6.546045674264059366e-01 2.256880129684159630e+00 1.085342648897360098e-03 2.257204822267883937e-01 3.413798792585747699e-01 1.577544919220565112e-01 4.656482948323282800e-01 1.420543586426805116e-01 1.277035340470567881e+00 1.631246918170701360e-02 5.938450642915040767e-01 1.968078732498431682e-01 5.208964630452276312e-01 1.395850278177483528e+00 1.452631620951128744e+00 8.984902147800399863e-02 5.055583621390450366e-01 4.569318100747065126e-01 4.585739729183717084e-01 4.937387811462438658e-01 4.336832606914972632e-01 5.569046819479738231e-01 5.157337049919868965e-01 5.025207973753288426e-01 4.821562694920333847e-01 5.030163423497174824e-01 4.869596071248520897e-01 5.004739409891879598e-01 5.065917634248990886e-01 5.145240533145306605e-01 5.402520093128055922e-01 5.060254054037112148e-01 5.077677628060768278e-01 5.242352374512124769e-01 4.427659467935014526e-01 5.205845408031066768e-01 5.559360313865440162e-01 5.196195082683028321e-01 5.174713196140680038e-01 7.556200890191272501e-01
1.641186033515925624e+00 8.333174217855477198e-03 -1.099277164309023225e-01 2.499811850245328149e+00 2.498763947662326235e+00 1.099011128635930756e+00 2.299753453816465232e+00 4.630032049521815019e-01 2.096518813567873618e+00 -4.054890931496087092e-02 4.322673939963522782e-01 4.134741976257983453e-01 1.775120125997753096e-01 4.906749006965687721e-01 1.239137336236457720e-01 1.522617960946950566e+00 5.789260051169181805e-04 4.688593744455837875e-01 3.453725390182878496e-01 5.178620842178566219e-01 1.506867869356420586e+00 1.472401561245359591e+00 1.050503117826122323e-01 5.090382858537387811e-01 4.610334187532515449e-01 4.576039171058560173e-01 5.042861832378791043e-01 4.436414469700534768e-01 5.615425917013904256e-01 5.151942235809930937e-01 5.047225165515064615e-01 4.804534886682098049e-01 5.113056621028904125e-01 4.898619335776723815e-01 4.938749082041373195e-01 5.097122498299903048e-01 5.187555928071204692e-01 5.420709307850748448e-01 5.112812249163847245e-01 5.120432913887844606e-01 5.256791523881175765e-01 4.430467581618182105e-01 5.239432323530410773e-01 5.606361239213794034e-01 5.300369880180374471e-01 5.170582355743248426e-01 7.618421333333810219e-01
1.545777777657044938e+00 8.675252488001610959e-03 -1.229412133755272973e-01 2.492167549300721152e+00 2.398196583065376863e+00 1.057558606368841136e+00 2.176849828353728533e+00 4.719243965473259861e-01 2.365721844855559919e+00 1.823714817992698120e-02 4.055641026036135854e-01 4.512512304034145827e-01 2.694529598320947669e-03 4.887907791168980554e-01 2.588272190812463958e-01 1.284756261189237136e+00 6.156479691952795874e-02 6.233724473426397461e-01 1.762096569587309480e-01 4.709521115816337478e-01 1.417904669671613105e+00 1.412161810243399040e+00 1.719879314489691224e-01 4.646164317737544458e-01 4.184628744651156529e-01 4.157790449193050075e-01 4.644468571037652649e-01 4.120014613448251262e-01 5.115076804775914310e-01 4.770509679216607957e-01 4.610189357388635445e-01 4.381962938796182816e-01 4.703875068769109991e-01 4.566486090940416465e-01 4.550641437697464653e-01 4.764230354855018001e-01 4.814674993706056227e-01 5.032749401699673220e-01 4.710745383546611764e-01 4.719628638946797294e-01 4.914464127764470169e-01 4.051954554607855030e-01 4.767978615665354192e-01 5.173329978833218767e-01 4.889043824575226016e-01 4.767205435603075747e-01 7.027169117593294878e-01
1.589938803806660861e+00 -3.292690115498645570e-02 -6.093885587546823968e-02 2.486055132715082827e+00 2.346868230709439285e+00 9.801222378368694699e-01 2.117349034783161166e+00 4.953191004606848358e-01 2.241445763189884754e+00 1.425222898730300891e-01 1.872871767716397240e-01 4.884150890143399426e-01 1.920938399250706613e-02 5.823306177528713157e-01 2.540135265769743467e-01 1.246859207503911104e+00 6.215549056376419926e-03 6.445029293337677379e-01 1.629736031271546426e-01 5.830569338035456184e-01 1.499633845869110749e+00 1.444120201363007228e+00 2.864031596203955310e-01 4.252068834181106927e-01 3.802379955172950909e-01 3.761736606398102811e-01 4.244485252521635887e-01 3.740024759730991022e-01 4.666629970468428867e-01 4.349968537097909649e-01 4.187459537054469827e-01 4.041505333136326539e-01 4.299924286851703470e-01 4.302093294034899928e-01 4.237828102934906305e-01 4.389748251569430271e-01 4.409476018263787100e-01 4.624311178492137020e-01 4.321053633953169659e-01 4.249955244554650680e-01 4.446745567370568586e-01 3.661013795872297139e-01 4.350750423742589246e-01 4.807467623176663318e-01 4.449380723462866838e-01 4.316101314296029723e-01 6.432603482746134249e-01
1.628403760055282978e+00 7.237710840144801448e-03 -4.183296991496355394e-02 2.465028321279494339e+00 2.379918040203887752e+00 1.133984230311169572e+00 2.060759094627730548e+00 6.128896837674968623e-01 2.170319199483214945e+00 1.457055012464186783e-01 7.263499126014946738e-02 3.592508900176443198e-01 1.389794165264523346e-02 7.711159123670062732e-01 3.605688385503551530e-01 1.012478414117611747e+00 1.276354371633203477e-01 7.975958908681964887e-01 1.572626631013989418e-01 2.806965606124440793e-01 1.602528958280741822e+00 1.369229007019195477e+00 4.843625950816800030e-01 4.275265463763909812e-01 3.794978765047102298e-01 3.759628651299255497e-01 4.297757070009660674e-01 3.786144353364343518e-01 4.619910195005512143e-01 4.366669262944121166e-01 4.177342518561110163e-01 4.108727111661248377e-01 4.317345418952122649e-01 4.325899560467023064e-01 4.336503232835873245e-01 4.432803819870713147e-01 4.455872243236698726e-01 4.691146595970805966e-01 4.425192616120660616e-01 4.282488363088735595e-01 4.485415788118867764e-01 3.621594561937572787e-01 4.461897701430654339e-01 4.870313651311791170e-01 4.508863503139933226e-01 4.465949870739254202e-01 6.499615101321215560e-01
1.628403760055282978e+00 7.237710840144801448e-03 -4.183296991496355394e-02 2.465028321279494339e+00 2.379918040203887752e+00 1.133984230311169572e+00 2.060759094627730548e+00 6.128896837674968623e-01 2.170319199483214945e+00 1.457055012464186783e-01 7.263499126014946738e-02 3.592508900176443198e-01 1.389794165264523346e-02 7.711159123670062732e-01 3.605688385503551530e-01 1.012478414117611747e+00 1.276354371633203477e-01 7.975958908681964887e-01 1.572626631013989418e-01 2.806965606124440793e-01 1.602528958280741822e+00 1.369229007019195477e+00 4.843625950816800030e-01 4.275265463763909812e-01 3.794978765047102298e-01 3.759628651299255497e-01 4.297757070009660674e-01 3.786144353364343518e-01 4.619910195005512143e-01 4.366669262944121166e-01 4.177342518561110163e-01 4.108727111661248377e-01 4.317345418952122649e-01 4.325899560467023064e-01 4.336503232835873245e-01 4.432803819870713147e-01 4.455872243236698726e-01 4.691146595970805966e-01 4.425192616120660616e-01 4.282488363088735595e-01 4.485415788118867764e-01 3.621594561937572787e-01 4.461897701430654339e-01 4.870313651311791170e-01 4.508863503139933226e-01 4.465949870739254202e-01 6.499615101321215560e-01
1.720198058459770474e+00 1.365496159844835529e-02 -4.943232984043382378e-02 2.496978656186751522e+00 2.352161098743299927e+00 1.164694062396293806e+00 2.008169808716783411e+00 5.540899735588060704e-01 2.303457022811072008e+00 1.502454337979570731e-01 1.223393105097614758e-01 4.167765341079330832e-01 3.939735567183119680e-02 7.973736145581146184e-01 2.519295519832999708e-01 1.026916839697862738e+00 1.695321922372790974e-02 9.082119986058347916e-01 1.609486451074621238e-01 1.177884419034767038e-01 1.601608557243166198e+00 1.407449633479203932e+00 3.709173920291604087e-01 3.913194854783643151e-01 3.498099769453492103e-01 3.402694436974406655e-01 4.018652295246932238e-01 3.481844976892003451e-01 4.251020963566548017e-01 4.036649543283022945e-01 3.899029060419062498e-01 3.762417594962215173e-01 4.000055602446714320e-01 4.008994165491246431e-01 4.084259982402388411e-01 4.117204380869133318e-01 4.175083575072310316e-01 4.358801175979274967e-01 4.127611042832063926e-01 3.994012285321280609e-01 4.160707789293904835e-01 3.301102743622403302e-01 4.203592110602099585e-01 4.508181412967108281e-01 4.187999766728630058e-01 4.127946573438380229e-01 6.038993400706070824e-01
