# bottom_clearance xplace yplace impeller/height_ratio impeller/diameter_ratio impeller/0/place_rel impeller/0/xlen_rel impeller/0/ylen_rel impeller/0/joint_place impeller/0/joint_angle impeller/0/lean_place impeller/0/lean_angle impeller/0/turn_place impeller/0/turn_angle impeller/0/twist impeller/0/helix impeller/0/curl impeller/0/around_number impeller/0/repeat_number impeller/0/repeat_heights_equal impeller/0/repeat_angles_bias impeller/fidgetsurface/0/alpha1 impeller/fidgetsurface/0/beta1 error
3.812578879345149829e-01 -5.546581899949309946e-01 4.002406377634438739e-01 3.436742577043236935e-01 1.532760503076896763e-01 1.629401643792273424e-01 8.486134677224286271e-01 6.992226406303106434e-02 4.943996141652371445e-01 -1.023652713088296053e+02 7.931326582876095932e-01 9.333503225147379112e+01 5.220102325204053484e-01 1.352689448361639393e+02 4.890112107024546617e+01 9.591509554598857790e+01 5.145846401374980417e+01 8.859594622453393908e-01 3.342534136819392820e+00 1.933432118684996315e+00 7.890825818728436047e+01 1.655812118410510125e+00 2.000814450993417815e+00 nan nan -1.423012718792743617e-02
2.587921381149860811e-01 -2.284415051536571872e-01 -1.878045602603891362e-01 2.348061161475596126e-01 4.324517504970875614e-01 7.345775371986628111e-01 9.496070010026276265e-01 7.093744670083167447e-01 3.645283278717948439e-01 -6.146912748858447628e+01 2.287424239173740936e-01 7.391753070905947709e+01 8.763240975736306115e-01 -1.367369491858500830e+01 9.361877723550335872e+01 9.173774588294872956e+01 9.843213130411683665e+01 9.964022246418359430e+00 2.448411382147186899e+00 1.112653723615074419e+00 1.039296793840031796e+02 1.512842006091827396e-01 3.277265477517224412e-01 -1.800790434137930773e-01 3.066348418259301489e-01 -5.521850899335324636e-02
5.323810074528506631e-01 1.192509593464972234e-01 3.620872336383439416e-01 1.108780851970377207e-01 4.120985063173291385e-01 8.074294086128468440e-01 3.202813933814446234e-01 7.106513873427076911e-02 3.432091152357348851e-01 -7.666534178920103670e+01 4.082859162577721079e-01 1.774362425412528523e+02 2.113896281022522583e-01 1.161934025509776944e+02 1.947443725938966281e+02 3.298620359829298110e+01 1.712551085083426017e+01 9.126519100582816790e+00 2.896604212780946597e+00 3.057796313599900451e+00 6.907649566509374495e+01 1.072938113772178959e+00 1.393205355298623882e+00 -5.489693981979010262e-02 2.460567178715721837e-01 -1.350776083325076933e-02
2.489855133649026830e-01 -6.803660391135581964e-01 -6.044198474685230638e-01 1.203302762670963449e-01 4.675761984143370076e-01 6.444752453568551864e-01 9.990425189850674625e-01 1.069256153940150722e-01 5.528465636922380577e-01 7.507084727608039998e+01 3.968844867599206072e-01 5.481302850688936701e+01 2.793580196444495622e-01 -4.356646158780861100e+01 3.860854727979948819e+01 1.363007574706847436e+02 7.116208013093030615e+01 3.496520852252139377e+00 1.033317649940499683e+00 2.640995545207878603e+00 1.167918705617966424e+02 1.614360290594096359e+00 2.545047165760898344e-02 nan nan -1.423012718792743617e-02
1.871204501215590066e-01 -4.251637915007949742e-02 -7.775661776841406025e-01 2.610396593128231357e-01 4.621944391340081552e-05 2.645843907995060751e-01 9.392580755744788235e-01 2.663344184018571759e-01 3.739458153202034896e-01 1.559073957343278494e+02 3.812453429795247262e-01 8.850186821605038290e+01 1.887941066633743725e-01 -2.465250694411560062e+01 1.068026465892697416e+02 3.348396910806749815e+01 1.300513562428992600e+02 3.572375590359192277e+00 2.158463049455619398e+00 2.316980803109703668e+00 5.435100265819233556e+01 3.696154278369212065e+00 8.414521266823232759e-02 nan nan -1.423012718792743617e-02
1.588019442496526601e-01 1.240939793891754350e-01 1.165447761250286776e-02 5.199980376855773967e-01 2.711718326738601914e-01 2.558341691260450079e-01 8.657585449854388049e-01 6.882416137541803869e-02 9.530156297808128896e-01 1.002133495097494205e+02 6.189570197165030763e-01 1.750095023560363643e+02 1.037456485590496913e-01 -7.677018392996971841e+01 1.039891129686629796e+02 3.957717637869215110e+01 2.194476912593847828e+02 9.387471716343489092e+00 5.070993560217817997e-01 4.419731722414786679e-02 2.906525512754750906e+01 6.760369265338539435e-01 1.360123166360669433e+00 -2.227938506176911637e-01 3.295964396265443352e-01 -7.343205993427918965e-02
7.996448255624259982e-01 1.259400181294242638e-01 2.210183644138647152e-01 1.390198320084971018e-01 2.015456748616823723e-01 6.862371541146119469e-01 5.350196348965580162e-01 1.029604866750654379e-01 2.959677336467306796e-01 -1.689490636996622897e+01 8.553267435958812337e-01 1.884582809344135512e+01 4.471217209871038989e-01 -1.242784503390973754e+02 1.937619533645229239e+02 5.115694908879970626e+01 2.008724147586962161e+00 1.542895953909271078e+01 1.347398723927695663e+00 3.310319348030743569e+00 6.004226408765087797e+01 2.999850043778731656e+00 1.445282383850585273e+00 -9.807668865187407770e-02 1.524571613105576429e-01 -1.495249354260410474e-02
1.066063827904657896e-01 5.448161427012456759e-01 -4.380728955863392726e-01 3.164541209963586677e-01 9.421941917679296785e-02 9.075243376247480454e-01 9.343169887019544539e-01 1.685512184221247753e-02 4.864124912881886975e-01 -7.857452345152684359e+01 6.486907338273601997e-01 -5.459801764089359466e+01 9.146474541091730026e-02 -1.533525089183543173e+02 1.351055012665433885e+01 1.822909507692521913e+02 1.666526892890637157e+01 5.367262260747293290e+00 1.762203038940114430e+00 3.741335655609099753e+00 1.031629500818313829e+02 9.358059488899655998e-01 1.807060069969848914e+00 nan nan -1.423012718792743617e-02
4.143350502564302484e-01 7.972620583747224154e-01 9.772503318501661596e-02 2.016680751254667225e-01 2.993961073695692188e-03 9.526544902128817327e-01 7.194447597389009852e-01 2.434780437603720898e-02 3.722708929546707513e-01 1.748420404942502557e+02 1.309847726521707334e-01 -1.073672422746991657e+02 7.144422648963481004e-01 -4.735261474315075247e+01 1.311675934908695246e-02 1.241314782294151264e+01 4.626242479982226286e+01 1.350656992700649006e+01 1.241559751737988160e+00 2.858585057702477172e+00 2.581032606186134970e+01 2.637202985138356603e-02 1.242138230618083927e+00 nan nan -1.423012718792743617e-02
1.270358950235463092e-03 -4.683479290286670649e-01 -1.781991683737664256e-01 3.370976779616035035e-01 1.143052479382942148e-04 6.072104975314724928e-01 6.446101888888072784e-01 7.373243140249062522e-02 8.342526084348680371e-01 6.457385244047112849e+01 9.457993691475812259e-01 -1.854068150998805109e+01 2.680191294430990245e-01 -2.686305802565994227e+01 2.189961495254659241e+01 1.398880301444532392e+01 1.707313453722277359e+02 6.482612168681995968e+00 1.608608880370413718e+00 3.043367949954773000e+00 1.748541522332467935e+02 2.115315601490186381e+00 3.157267160452592591e-01 nan nan -1.423012718792743617e-02
5.825120048986751758e-02 -3.150437407805261047e-01 1.683226685815149282e-01 4.144179655701956122e-01 1.405776432683710497e-01 3.789511866440677945e-01 9.023699008711522085e-02 1.875020010602774720e-02 1.458618627134790346e-01 -6.353273128392885383e+01 2.077130739441372942e-01 -1.131150651030683640e+01 4.590946378554377344e-02 -1.753383083829234010e+02 2.483096534433957743e+02 1.472907097528836857e+02 1.727975964091066032e+02 1.579237129613766655e+01 8.481330044441087068e+00 4.379111615662111823e-01 6.790506259271816702e+01 7.508148025080253474e-01 2.844408293879354233e+00 nan nan -1.423012718792743617e-02
3.683811241913666906e-02 -1.308148511691251958e-01 4.145800405662634636e-01 2.087946198577649848e-01 2.346917143386401672e-01 5.523923451613196312e-01 3.477013972100062578e-01 4.389931460672539393e-02 4.112041699970150344e-01 2.786038675515071361e+01 3.148909270603280075e-01 5.658462270541667749e+01 8.375719392732762225e-01 1.865151932021592529e+01 3.501076900790441471e+01 1.412745488061944776e+00 4.945967971140174340e-06 2.151690487771480864e+00 1.843984697795487904e+00 1.870284535448680785e+00 1.624099014641643635e+02 4.035613073267312778e+00 6.063231407975354648e-01 nan nan -1.423012718792743617e-02
9.651807741472863411e-02 -5.932861183911561920e-01 6.352762416473946017e-01 1.629234600392369392e-01 4.630382409044295211e-01 1.572769745591209856e-02 9.787798888479071202e-01 1.469653794562839622e-01 1.298564385285073952e-01 -5.658297689399386599e+01 5.879057347855065618e-01 6.296015802749234780e+00 4.026096047321483518e-01 -1.241859216791530329e+01 2.303728538482624444e+01 1.110750145229622632e+01 2.352486621655261843e+02 8.048845018300253784e+00 5.012601874001521018e-01 2.235349895163262879e+00 1.077596393812259663e+02 8.317722168567729391e-01 2.764624084260937309e+00 nan nan -1.423012718792743617e-02
3.874654623237625550e-01 7.587465524457680521e-01 -7.969913173236017334e-01 3.232111369861835337e-01 2.473932738338949777e-01 5.765585513903842552e-01 4.550338297653504505e-01 7.599345740046255238e-02 9.333481982329860926e-01 6.991862903852484123e+01 9.962359997860210648e-01 1.412894266773232346e+02 6.463622263098587339e-01 1.687278568598649429e+02 4.547917904859585292e+01 9.215858121564706096e+01 3.942849225578473238e+01 6.354911017915759963e+00 1.539796862134071409e+00 3.319445246126470295e+00 1.930178261310807386e+01 1.926267579780429617e+00 1.545062093052315122e-01 nan nan -1.423012718792743617e-02
6.123325582579518533e-01 4.004634606566719324e-01 7.089887159217059809e-01 2.877302509703052458e-01 5.221073484086415084e-02 5.746822757005997095e-01 4.153309358017281960e-01 1.372680140705952179e-01 9.893013623717593630e-01 7.650405730772351376e+01 2.670231904737512818e-01 -1.216460839728478618e+02 5.109273642920869607e-01 -1.459872179257353366e+02 7.333683328758972664e+01 3.024113658614926337e+01 1.825520060177826736e+02 9.246727851863679959e+00 5.790105356261600278e+00 2.405822305373679804e+00 9.432201439395467446e+01 9.437074276605147416e-01 2.656928355955379129e+00 -1.555441657556221958e-06 1.098353356712362811e-01 -1.708424565747118036e-07
2.181968738145980413e-01 -3.152551601019230043e-01 3.151500388231224803e-01 2.969015065210512394e-01 7.285864128142689466e-01 7.197855375668861244e-01 9.927058389934659832e-01 1.548226204557685282e-01 7.712545633220702079e-01 1.282165867186845958e+02 5.776260067123895059e-01 2.812810712384351319e+01 5.901144130939085519e-01 -1.036014317687258028e+02 1.050344162884234933e+01 1.110270389428305826e+01 5.389897739224919349e+01 1.133239598352157174e+01 2.502762885275757299e+00 1.833321292907230005e+00 1.771592767585063370e+02 1.822901943500170763e+00 1.207171142280499154e+00 nan nan -1.423012718792743617e-02
