# baffles/0/place_rel baffles/0/xlen_rel baffles/0/ylen_rel baffles/0/around_number baffles/0/joint_place baffles/0/joint_angle baffles/0/lean_place baffles/0/lean_angle baffles/0/turn_place baffles/0/turn_angle baffles/0/twist baffles/0/helix baffles/0/curl baffles/0/curl_bump baffles/fidgetsurface/0/alpha1 baffles/fidgetsurface/0/beta1 error
4.253930899795359544e+00 8.499867552004127802e-01 8.531537742831586391e-01 2.033803930326011589e+00 2.758626572115300268e-01 -1.085149589051931596e+00 1.356533669306071221e+00 -2.635354936196517839e-01 1.235999035413092750e+00 -7.108699396446499508e-01 6.828316457190236610e-01 5.981599461907901594e-01 1.513907298757215768e-02 9.393676724733606154e-01 3.395911185433713175e-01 6.344542758010145445e-01 -3.838297743763118275e-01 4.997917564745151808e-01 -1.918349571227537520e-01
4.306133660140502251e+00 7.824021673574989011e-01 9.598196955338380576e-01 1.208395074178122641e+00 1.095948030378949500e+00 -5.674412870032844447e-01 2.268784448895025285e+00 -1.287745683906684480e-01 8.930601481974107525e-01 -2.934446254068579507e-01 3.935909879611239059e-01 2.545367203033985781e-01 2.939438429966569899e-01 3.590175025065688863e-01 1.734706334058717658e+00 2.570564037188291517e-01 -3.766785559295352526e-01 4.636245099417604654e-01 -1.746374108984007911e-01
3.573131059107052199e+00 6.614772735398979364e-01 7.410939632573573244e-01 2.190810243934076418e+00 1.155043785287604097e+00 -7.001303974687732579e-01 5.629323202573004448e-01 5.421606565205840944e-01 1.869378476002868439e+00 4.526285569209957949e-01 5.045914227405785546e-01 1.434677692222664502e-01 4.727631269036962347e-02 1.822404972741774321e-01 6.761906482901580695e-01 1.679524005805856368e-01 -3.465429092878560269e-01 4.632173483870747899e-01 -1.605246875426632747e-01
4.471825596930648850e+00 5.285381134629650868e-01 4.687106100194311509e-01 1.776073521532116839e+00 3.672543538041741357e-02 -2.663926802977510944e-01 8.580227880893371850e-01 -5.323982068694516068e-01 1.020714790644430270e+00 1.232196128758700215e+00 6.715259297443693098e-01 7.568986288262338213e-01 1.352391476346504362e+00 -2.790708583214790428e-01 8.562755425417130362e-02 4.701413860677488010e-01 -2.868627355307346583e-01 3.600032971139989213e-01 -1.032715306102055669e-01
4.480548611910282197e+00 1.133344918222159770e+00 5.183820046514756585e-01 8.647068394461940866e-01 1.964979901047628097e+00 -1.594202707346790704e-01 1.869280638850652210e-01 -9.444060116695670581e-01 4.837897616653239474e-01 4.143006200448032805e-01 6.868811339213770628e-02 5.254044617231400371e-01 3.060438719471118563e-01 1.321164092305951721e-01 4.713253283061138998e-01 1.761660064985148821e-01 -2.745643641859070727e-01 3.326112043971164445e-01 -9.132318385640306180e-02
4.368244826932304647e+00 5.349382842222092371e-01 5.303226499153375073e-01 9.318850883347258307e-01 2.534669620091338782e-01 4.058104006546514597e-01 8.588313831643967777e-01 1.041176560640618906e-02 1.650622215754923960e+00 3.721093133582866752e-01 5.044875908106551954e-01 3.367843978838860192e-02 3.027485933701281051e-01 -6.643184242199919043e-02 1.356112028298358751e+00 1.124304283750888755e+00 -2.852601313223387947e-01 4.018945985788681119e-01 -1.146445059683465495e-01
2.897750323037998399e+00 8.143723563345679484e-01 5.609229667139747910e-01 4.954341205332827291e-01 9.348645383005086407e-01 1.082690248155054435e+00 9.531133574488117599e-01 6.145963070559053998e-01 4.719852666584359868e-01 -1.711979648896916617e-01 7.416850457588175516e-01 2.325275632504686940e-01 6.502567812144961490e-01 -1.185566314006376354e+00 3.120197029548811285e-01 1.797357785452486922e-01 -3.230589594872563808e-01 3.997036388536688856e-01 -1.291278416713363686e-01
3.504875036919337994e+00 1.188381545323712096e+00 2.958425898716845470e-01 8.087560757801646183e-01 1.443896842795586721e+00 1.821012126953572979e-02 2.496770450941333319e+00 -1.994630228941868533e-01 3.970854228151127208e-01 1.493963624635967491e-01 1.333305699764709695e-01 1.082656312700363443e+00 6.459260382621486718e-01 2.973925492912577462e-01 1.169419076016301240e+00 9.090131020006917417e-01 nan nan -1.536948638545564683e-01
3.466873722708543770e+00 7.554799511712705362e-01 5.526192804075842346e-01 1.563108466366777416e-01 1.779292455678670226e+00 -1.851855809156444377e-01 2.762332326509258154e-02 -8.463159010062845100e-01 1.511261539541829402e+00 6.984388065786508726e-01 1.613942409743155393e+00 2.378198001334360878e+00 2.953411943966636199e-01 -8.246151000265533604e-01 1.726705233942757545e+00 2.047156618882136070e-01 -3.757925288110944839e-01 4.788128001802052225e-01 -1.799342730068405893e-01
3.322549087241394972e+00 3.294643834830709994e-01 7.378584436609509911e-01 1.132674261319678966e+00 2.138316858989703029e+00 1.308738062044538242e-01 1.117804302467759747e+00 -8.630447940215095759e-01 4.566728404882835352e-02 -4.052565908944423811e-01 1.004362073793481185e-02 1.423274927983235516e+00 5.856210122740486412e-02 8.189495925192146197e-01 3.660796654492933233e-01 9.058303620791696709e-01 -3.719999748215891966e-01 4.655988419335103656e-01 -1.732027574762269317e-01
