# baffles/0/place_rel_mean baffles/0/xlen_rel_mean baffles/0/ylen_rel_mean baffles/0/around_number_mean baffles/0/joint_place_mean baffles/0/joint_angle_mean baffles/0/lean_place_mean baffles/0/lean_angle_mean baffles/0/turn_place_mean baffles/0/turn_angle_mean baffles/0/twist_mean baffles/0/helix_mean baffles/0/curl_mean baffles/0/curl_bump_mean baffles/fidgetsurface/0/alpha1_mean baffles/fidgetsurface/0/beta1_mean baffles/0/place_rel_std baffles/0/xlen_rel_std baffles/0/ylen_rel_std baffles/0/around_number_std baffles/0/joint_place_std baffles/0/joint_angle_std baffles/0/lean_place_std baffles/0/lean_angle_std baffles/0/turn_place_std baffles/0/turn_angle_std baffles/0/twist_std baffles/0/helix_std baffles/0/curl_std baffles/0/curl_bump_std baffles/fidgetsurface/0/alpha1_std baffles/fidgetsurface/0/beta1_std overall_std
8.593439098037587431e-01 2.236895148690552226e-01 1.418519077499139081e-01 8.247738223978697825e-01 3.302868392647150264e-01 -1.049035248798596029e+02 1.496128808549818945e-01 -7.031778741086287710e+01 9.333523113704077501e-01 -6.340166078733287236e+01 4.756170483610646471e+01 2.132561686389042279e+02 1.430817883711287948e+02 9.025244166234749899e-02 2.460232199744230908e+00 2.438262403749417828e+00 8.911193964162134051e-02 1.573714569230385274e-01 1.892716084725786785e-01 1.701046027295823881e+00 1.954381732452258325e-01 8.215966176791476983e+01 2.505718705545551539e-01 3.452515914410251696e+01 2.502373222204373748e-01 3.481206105871196144e+01 8.550111133725464185e+01 7.580554843760000949e+01 1.053744602596683677e+02 4.416007826822776483e-01 1.779084628263448709e+00 1.190485490221393494e+00 8.103978618717365690e-01
8.387905250158897985e-01 2.020432066968569640e-01 1.804241367361662796e-01 1.269575981363395556e+00 3.055953112247238312e-01 -8.739892694943387141e+01 1.312041876670812790e-01 -5.799265213981752254e+01 9.051510808953198151e-01 -7.914816838992727810e+01 2.931384085682231699e+01 1.974858311695800239e+02 1.276778317048202496e+02 -2.153774867059006504e-02 2.625427925901774540e+00 2.442263193994856696e+00 8.352271293282020892e-02 1.444621846798199161e-01 1.695261466007075002e-01 1.564688260538456221e+00 1.859483951356102338e-01 7.747693460272506627e+01 2.294207777947879778e-01 3.238807298544191582e+01 2.342128588259950739e-01 3.231736015649786253e+01 7.844598576619429764e+01 7.033685775023540998e+01 9.716116585404571993e+01 4.056901696584241934e-01 1.611709988485289902e+00 1.099044814011688409e+00 7.524924964002798200e-01
8.542355723425801850e-01 2.309978476011404491e-01 1.144745511812647470e-01 1.107378722155888617e+00 2.515106806548038643e-01 -1.008081495095185431e+02 2.175965307628821843e-01 -6.292469391865201800e+01 9.260718970225906288e-01 -8.540412300704500126e+01 4.668289201484842010e+01 1.868403661919554111e+02 1.584717560830718526e+02 -6.192352506800823803e-02 3.205552946327969721e+00 3.136584402588302734e+00 8.597124677573658724e-02 1.548488744451816668e-01 1.795984758786830504e-01 1.612429878637362979e+00 1.990811399233649026e-01 8.150345398046140133e+01 2.462478168590154781e-01 3.327961543711948167e+01 2.436328675865781779e-01 3.332078249425043026e+01 8.184800660314627407e+01 7.277950976511299075e+01 1.019600552498759072e+02 4.274339595994277596e-01 1.736420084855306190e+00 1.185918348019417978e+00 7.951376652624050356e-01
8.283817245531290840e-01 2.134756301518498101e-01 1.000761716554159353e-01 7.043461112395172918e-01 1.347750674120424541e-01 -9.112516814426658129e+01 6.583299980187128086e-02 -6.421079553324830158e+01 9.439986262425192898e-01 -8.869545277158844954e+01 9.045554237243480600e+01 2.211729223241157456e+02 1.364430963106801755e+02 -1.128316632416087040e-01 3.403468050478590357e+00 2.977450563320500176e+00 8.795861470653343339e-02 1.552906139399996555e-01 1.868009606470339978e-01 1.680575483091680145e+00 2.060063412369753655e-01 8.331571963481896148e+01 2.576030063939547254e-01 3.386195758391380650e+01 2.340549082116013535e-01 3.267013801197671086e+01 8.376696675235299949e+01 7.392606068965653776e+01 1.034526177434438523e+02 4.402520750493592039e-01 1.778947653275671614e+00 1.221088378183723622e+00 8.145062761186225853e-01
8.210640158664092025e-01 1.809587249927951669e-01 1.000021944808323626e-01 7.769377824315106817e-01 1.537266849094392762e-01 -6.781471695071448380e+01 5.319689242862179340e-02 -5.320685015477278057e+01 9.260603091143142507e-01 -8.987407467974281872e+01 1.037560652061279711e+02 2.141006083236343898e+02 1.469851362751231534e+02 -1.617615242604061032e-01 3.200324495044986506e+00 3.441469440453489792e+00 8.541999080980772208e-02 1.485234104019360624e-01 1.802412071221878020e-01 1.603492118590719162e+00 1.983579442621236921e-01 8.015182681741202941e+01 2.423322038722456329e-01 3.384762286883911742e+01 2.151656885548389464e-01 3.060740792820827849e+01 8.302692778517102568e+01 6.934270162122756176e+01 9.907727786478594112e+01 4.281918772074919666e-01 1.724114469052945076e+00 1.182466352888160044e+00 7.839155296187674260e-01
7.929350104594770077e-01 1.288840055199806101e-01 1.550469206594614624e-01 5.009504327754036312e-01 1.423368652264390966e-01 -5.423706601733842092e+01 1.054616166152748252e-01 -5.267161452311216152e+01 9.660305224387182310e-01 -8.972716998330632521e+01 9.344119845964712567e+01 1.966415324703329190e+02 2.301782890098427572e+02 4.243930023191742201e-02 3.669495005202729754e+00 3.585595459367774129e+00 8.956681620772478924e-02 1.565378316813142434e-01 1.918904011026810463e-01 1.714174631801927973e+00 2.112668263266545277e-01 8.365525629736907831e+01 2.538720948634551333e-01 3.475998161171623480e+01 2.229123842069118122e-01 3.053774012819818040e+01 8.993097969748330911e+01 7.264022617974501372e+01 1.069868131620097813e+02 4.437520596312096166e-01 1.837826327550508898e+00 1.299929004856022363e+00 8.305106197764146048e-01
7.683331963276817111e-01 1.194940711474802159e-01 2.557119811220932015e-01 5.175635712706387892e-01 2.047231314450550510e-01 -5.764370877673268012e+01 1.600265087835001376e-01 -6.256592809335271710e+01 9.656958560197058672e-01 -8.927942271908619887e+01 7.867689223566958390e+01 2.075308949723720957e+02 2.428345212321885924e+02 5.222405356872557303e-02 3.609920506239709947e+00 4.265130132676151931e+00 9.368548844612309412e-02 1.641278645345900788e-01 2.056654948854549081e-01 1.818110607813573587e+00 2.171387797654443785e-01 8.727370498105250363e+01 2.697018085237093410e-01 3.557518131855034937e+01 2.239433012503235509e-01 3.090265763067780469e+01 9.390679592229074046e+01 7.536823982409545408e+01 1.115204433772658064e+02 4.606704789791480903e-01 1.949479696926893046e+00 1.444648541608164916e+00 8.700639241836959359e-01
7.544840438638549251e-01 1.007418556979373242e-01 2.346157360721728147e-01 6.661027051952020939e-01 2.649415783936919788e-01 -5.817526841296320583e+01 8.377991770921798531e-02 -7.911625566201077220e+01 9.912910890753581228e-01 -8.902228936649801483e+01 7.366457241448053139e+01 1.982409238308644035e+02 2.799427922367630117e+02 1.401932459143886145e-01 4.105384254209346828e+00 4.363894364929024050e+00 9.731971283040324883e-02 1.686049604255706047e-01 2.151189440334630443e-01 1.923817740636039719e+00 2.289013937696152967e-01 9.118296774552658235e+01 2.663586469927834433e-01 3.651786069213869723e+01 2.257374421951652277e-01 3.050311879087596267e+01 9.693954213202491133e+01 7.721439333851719766e+01 1.162430862125943349e+02 4.761571721717789973e-01 2.098037036446515291e+00 1.509286757355730924e+00 9.030408284091892002e-01
7.756491504619614785e-01 1.336995387713349470e-01 2.274612866573557657e-01 7.721209527435375364e-01 1.599475464412357661e-01 -3.675186971728673058e+01 4.780805692860948947e-02 -7.929775230644322903e+01 9.991842887839053056e-01 -8.973362984406850273e+01 9.783573520994787032e+01 2.009027642583826037e+02 3.013449337756767932e+02 7.497279154587625782e-02 3.878686819694546539e+00 3.962693814227248978e+00 8.903655335018589856e-02 1.602327983611060436e-01 1.985167295984256453e-01 1.769506446562925550e+00 2.159176349648520565e-01 8.485827470649616089e+01 2.451000939339731954e-01 3.271455642250903395e+01 2.079856867671288079e-01 2.736118884565303233e+01 8.904415880920561222e+01 6.982110239064650159e+01 1.126796026527206180e+02 4.329942386325957848e-01 1.943519055088690939e+00 1.368460135917588305e+00 8.384895507922280888e-01
7.382344528525440763e-01 1.110418959199068883e-01 3.126143457892888722e-01 5.012707518291980024e-01 1.838867480086024131e-01 -2.231397195816442469e+00 4.668293633142607535e-02 -8.267177121963206332e+01 9.858956191773545763e-01 -8.932755048366595929e+01 8.009315093989546597e+01 2.021332782953955132e+02 2.916910009205299161e+02 1.853439695561482636e-01 3.736545371133353832e+00 3.868156623247444248e+00 8.602478638412572320e-02 1.511196087696592139e-01 1.878190196957072455e-01 1.687479396985713143e+00 2.024445750851679993e-01 8.280677948963898416e+01 2.309710139726208755e-01 3.122396908459138132e+01 1.940728183967701803e-01 2.502040054278070969e+01 8.411043131554716012e+01 6.571736634315703895e+01 1.083772403783740685e+02 4.131706309126840226e-01 1.868636675213977361e+00 1.309030955694967080e+00 8.054466942190812162e-01
7.398057730625429151e-01 1.314879164225058739e-01 2.838467799886252863e-01 7.202290734315002219e-01 1.103031083479844715e-01 -9.858302424402811681e+00 6.530570470672712735e-02 -8.156283203812036220e+01 9.942896212058820460e-01 -8.577624368488096707e+01 8.365283856961542597e+01 2.048663585258366595e+02 2.555487770081199983e+02 1.529594089788049727e-01 4.348883269604835178e+00 3.872767829945609641e+00 8.300157583081893553e-02 1.419325066917503098e-01 1.742349177016205009e-01 1.586229625165102464e+00 1.930362206322780994e-01 7.779982130838708088e+01 2.153223566127519251e-01 2.864974489037127370e+01 1.760113972810171123e-01 2.323900218850530663e+01 7.946629392840247874e+01 6.067592660108330449e+01 1.011803027405330226e+02 3.854696453579968818e-01 1.775658492682278711e+00 1.252917609079761130e+00 7.590727686787716033e-01
