# baffles/0/place_rel_mean baffles/0/xlen_rel_mean baffles/0/ylen_rel_mean baffles/0/around_number_mean baffles/0/joint_place_mean baffles/0/joint_angle_mean baffles/0/lean_place_mean baffles/0/lean_angle_mean baffles/0/turn_place_mean baffles/0/turn_angle_mean baffles/0/twist_mean baffles/0/helix_mean baffles/0/curl_mean baffles/0/curl_bump_mean baffles/fidgetsurface/0/alpha1_mean baffles/fidgetsurface/0/beta1_mean baffles/0/place_rel_std baffles/0/xlen_rel_std baffles/0/ylen_rel_std baffles/0/around_number_std baffles/0/joint_place_std baffles/0/joint_angle_std baffles/0/lean_place_std baffles/0/lean_angle_std baffles/0/turn_place_std baffles/0/turn_angle_std baffles/0/twist_std baffles/0/helix_std baffles/0/curl_std baffles/0/curl_bump_std baffles/fidgetsurface/0/alpha1_std baffles/fidgetsurface/0/beta1_std overall_std
4.296719549018793494e+00 6.213597635251533191e-01 3.940330770830941520e-01 2.577418194993342793e-01 8.257170981617875105e-01 -7.284967005545806007e-01 3.740322021374546946e-01 -9.766359362619844164e-01 2.333380778426019209e+00 -8.805786220462898939e-01 3.302896169174059926e-01 1.480945615547946126e+00 7.154089418556439650e-01 1.128155520779343668e-01 7.688225624200720754e-01 1.219131201874708914e+00 4.455596982081066471e-01 4.371429358973292212e-01 5.257544679793851872e-01 5.315768835299449213e-01 4.885954331130645256e-01 5.705532067216303460e-01 6.264296763863878015e-01 4.795160992236460751e-01 6.255933055510933816e-01 4.835008480376661311e-01 5.937577176198238771e-01 5.264274197055556215e-01 5.268723012983418386e-01 5.520009783528470049e-01 5.559639463323277075e-01 5.952427451106967471e-01 8.103978618717365690e-01
4.193952625079448993e+00 5.612311297134915389e-01 5.011781576004618044e-01 3.967424941760611112e-01 7.639882780618095781e-01 -6.069369927044019342e-01 3.280104691677031559e-01 -8.054535019419100106e-01 2.262877702238299538e+00 -1.099280116526767825e+00 2.035683392834883032e-01 1.371429383122083401e+00 6.383891585241012745e-01 -2.692218583823757783e-02 8.204462268443044604e-01 1.221131596997428348e+00 4.176135646641009891e-01 4.012838463328330385e-01 4.709059627797430037e-01 4.889650814182675553e-01 4.648709878390255290e-01 5.380342680744796269e-01 5.735519444869698891e-01 4.498343470200266148e-01 5.855321470649876847e-01 4.488522243958036895e-01 5.447637900430160052e-01 4.884504010433014520e-01 4.858058292702285841e-01 5.071127120730302140e-01 5.036593714016530665e-01 5.495224070058442045e-01 7.524924964002798200e-01
4.271177861712900814e+00 6.416606877809456488e-01 3.179848643924020335e-01 3.460558506737151929e-01 6.287767016370096052e-01 -7.000565938161009694e-01 5.439913269072054192e-01 -8.739540822035002376e-01 2.315179742556476405e+00 -1.186168375097847338e+00 3.241867501031140408e-01 1.297502542999690256e+00 7.923587804153592318e-01 -7.740440633501029233e-02 1.001735295727490538e+00 1.568292201294151367e+00 4.298562338786829362e-01 4.301357623477267689e-01 4.988846552185639549e-01 5.038843370741759031e-01 4.977028498084122288e-01 5.659962081976486203e-01 6.156195421475386675e-01 4.622168810711038689e-01 6.090821689664454031e-01 4.627886457534781672e-01 5.683889347440713724e-01 5.054132622577290901e-01 5.098002762493795137e-01 5.342924494992846718e-01 5.426312765172831565e-01 5.929591740097089891e-01 7.951376652624050356e-01
4.141908622765645198e+00 5.929878615329160496e-01 2.779893657094886783e-01 2.201081597623491537e-01 3.369376685301060936e-01 -6.328136676685178763e-01 1.645824995046781813e-01 -8.918166046284485837e-01 2.359996565606298002e+00 -1.231881288494284021e+00 6.281634886974639675e-01 1.535923071695248332e+00 6.822154815534008376e-01 -1.410395790520108661e-01 1.063583765774559486e+00 1.488725281660250088e+00 4.397930735326671114e-01 4.313628164999989689e-01 5.188915573528721792e-01 5.251798384661500174e-01 5.150158530924383582e-01 5.785813863529094547e-01 6.440075159848868136e-01 4.703049664432473187e-01 5.851372705290033283e-01 4.537519168330099162e-01 5.817150468913402372e-01 5.133754214559481666e-01 5.172630887172192660e-01 5.503150938116989632e-01 5.559211416486473656e-01 6.105441890918618109e-01 8.145062761186225853e-01
4.105320079332045680e+00 5.026631249799865531e-01 2.777838735578676554e-01 2.427930570098470742e-01 3.843167122735981489e-01 -4.709355343799617177e-01 1.329922310715544731e-01 -7.389840299273997548e-01 2.315150772785785627e+00 -1.248251037218650161e+00 7.205282305981108859e-01 1.486809780025238892e+00 7.349256813756157580e-01 -2.022019053255076082e-01 1.000101404701558172e+00 1.720734720226744896e+00 4.270999540490386104e-01 4.125650288942667721e-01 5.006700197838549471e-01 5.010912870595997104e-01 4.958948606553091887e-01 5.566099084542501796e-01 6.058305096806140266e-01 4.701058731783210876e-01 5.379142213870973244e-01 4.251028878917816334e-01 5.765758873970210363e-01 4.815465390363025122e-01 4.953863893239296989e-01 5.352398465093649582e-01 5.387857715790452806e-01 5.912331764440800219e-01 7.839155296187674260e-01
3.964675052297384816e+00 3.580111264443905372e-01 4.306858907207262721e-01 1.565470102423136278e-01 3.558421630660977275e-01 -3.766462917870723737e-01 2.636540415381870561e-01 -7.315502017098911569e-01 2.415076306096795467e+00 -1.246210694212587899e+00 6.488972115253273110e-01 1.365566197710645246e+00 1.150891445049213813e+00 5.304912528989677578e-02 1.146717189125852965e+00 1.792797729683887065e+00 4.478340810386239323e-01 4.348273102258728429e-01 5.330288919518917368e-01 5.356795724381024915e-01 5.281670658166363053e-01 5.809392798428407723e-01 6.346802371586378611e-01 4.827775223849476993e-01 5.572809605172794889e-01 4.241352795583080426e-01 6.245206923436340540e-01 5.044460151371181755e-01 5.349340658100488755e-01 5.546900745390119791e-01 5.743207273595339890e-01 6.499645024280111816e-01 8.305106197764146048e-01
3.841665981638408223e+00 3.319279754096672308e-01 7.103110586724810105e-01 1.617386160220746216e-01 5.118078286126376275e-01 -4.003035331717547107e-01 4.000662719587503302e-01 -8.689712235187877498e-01 2.414239640049264501e+00 -1.239991982209530441e+00 5.463673071921498758e-01 1.441186770641472936e+00 1.214172606160943024e+00 6.528006696090696281e-02 1.128100158199909275e+00 2.132565066338075965e+00 4.684274422306154428e-01 4.559107348183057407e-01 5.712930413484857972e-01 5.681595649417416904e-01 5.428469494136108908e-01 6.060673957017534974e-01 6.742545213092733247e-01 4.940997405354214944e-01 5.598582531258088357e-01 4.292035782038584046e-01 6.521305272381301421e-01 5.233905543339961719e-01 5.576022168863290496e-01 5.758380987239350990e-01 6.092124052896540354e-01 7.223242708040824578e-01 8.700639241836959359e-01
3.772420219319274182e+00 2.798384880498258620e-01 6.517103779782577044e-01 2.081570953735006335e-01 6.623539459842299193e-01 -4.039949195344667010e-01 2.094497942730449425e-01 -1.098836884194594132e+00 2.478227722688395307e+00 -1.236420685645805762e+00 5.115595306561148137e-01 1.376673082158780481e+00 1.399713961183814970e+00 1.752415573929857751e-01 1.282932579440420939e+00 2.181947182464512025e+00 4.865985641520161886e-01 4.683471122932515995e-01 5.975526223151750305e-01 6.011930439487623845e-01 5.722534844240382279e-01 6.332150537883790564e-01 6.658966174819586081e-01 5.071925096130374122e-01 5.643436054879130692e-01 4.236544276510550433e-01 6.731912648057285509e-01 5.362110648508138233e-01 5.812154310629716880e-01 5.951964652147236912e-01 6.556365738895360007e-01 7.546433786778654618e-01 9.030408284091892002e-01
3.878245752309807060e+00 3.713876076981525998e-01 6.318369073815437442e-01 2.412877977323554801e-01 3.998688661030894154e-01 -2.552213174811578389e-01 1.195201423215237202e-01 -1.101357670922822551e+00 2.497960721959763042e+00 -1.246300414500951526e+00 6.794148278468602475e-01 1.395158085127657044e+00 1.506724668878383966e+00 9.371598943234531187e-02 1.212089631154545710e+00 1.981346907113624489e+00 4.451827667509294373e-01 4.450911065586278803e-01 5.514353599956267615e-01 5.529707645509142067e-01 5.397940874121300858e-01 5.892935743506677593e-01 6.127502348349329608e-01 4.543688392015143851e-01 5.199642169178220197e-01 3.800165117451810293e-01 6.183622139528167638e-01 4.848687666017117981e-01 5.633980132636030591e-01 5.412427982907447310e-01 6.073497047152158768e-01 6.842300679587941525e-01 8.384895507922280888e-01
3.691172264262720049e+00 3.084497108886302130e-01 8.683731827480245524e-01 1.566471099466243688e-01 4.597168700215060189e-01 -1.549581385983640758e-02 1.167073408285651814e-01 -1.148219044717111892e+00 2.464739047943386385e+00 -1.240660423384249533e+00 5.562024370826074149e-01 1.403703321495802125e+00 1.458455004602649652e+00 2.316799619451853087e-01 1.167670428479173017e+00 1.934078311623722124e+00 4.301239319206285883e-01 4.197766910268311280e-01 5.217194991547422500e-01 5.273373115580353154e-01 5.061114377129199982e-01 5.750470797891595875e-01 5.774275349315521888e-01 4.336662372859914072e-01 4.851820459919254369e-01 3.475055630941765172e-01 5.841002174690774762e-01 4.563705996052572211e-01 5.418862018918703116e-01 5.164632886408550005e-01 5.839489610043678836e-01 6.545154778474835400e-01 8.054466942190812162e-01
3.699028865312714576e+00 3.652442122847384676e-01 7.884632777461813014e-01 2.250715854473438193e-01 2.757577708699611718e-01 -6.846043350279730488e-02 1.632642617668177976e-01 -1.132817111640560537e+00 2.485724053014704893e+00 -1.191336717845568938e+00 5.809224900667737668e-01 1.422683045318310135e+00 1.277743885040599991e+00 1.911992612235061950e-01 1.359026021751510882e+00 1.936383914972804821e+00 4.150078791540946499e-01 3.942569630326396846e-01 4.839858825045013635e-01 4.956967578640945060e-01 4.825905515806952484e-01 5.402765368637991727e-01 5.383058915318797988e-01 3.979131234773787829e-01 4.400284932025427254e-01 3.227639192847959193e-01 5.518492633916838308e-01 4.213606013964118491e-01 5.059015137026651177e-01 4.818370566974960467e-01 5.548932789632120555e-01 6.264588045398805649e-01 7.590727686787716033e-01
