# baffles/0/place_rel baffles/0/xlen_rel baffles/0/ylen_rel baffles/0/around_number baffles/0/joint_place baffles/0/joint_angle baffles/0/lean_place baffles/0/lean_angle baffles/0/turn_place baffles/0/turn_angle baffles/0/twist baffles/0/helix baffles/0/curl baffles/0/curl_bump baffles/fidgetsurface/0/alpha1 baffles/fidgetsurface/0/beta1 error
8.507861799590719087e-01 3.059952318721486098e-01 3.071353587419371478e-01 6.508172577043237261e+00 1.103450628846120163e-01 -1.562615408234781569e+02 5.426134677224284664e-01 -1.897455554061492933e+01 4.943996141652371445e-01 -5.118263565441479557e+01 9.832775698353940186e+01 8.613503225147378828e+01 3.027814597514431494e+00 7.514941379786885811e-01 1.086691579338788349e+00 1.268908551602029089e+00 -3.838297743763118275e-01 4.997917564745151808e-01 -1.918349571227537520e-01
8.612267320281005167e-01 2.816647802486996199e-01 3.455350903921817207e-01 3.866864237369992630e+00 4.383792121515798224e-01 -8.171154532847296537e+01 9.075137795580101585e-01 -9.271768924128128475e+00 3.572240592789643343e-01 -2.112801302929377201e+01 5.667710226640184601e+01 3.665328772368939525e+01 5.878876859933139798e+01 2.872140020052550979e-01 5.551060268987896507e+00 5.141128074376583035e-01 -3.766785559295352526e-01 4.636245099417604654e-01 -1.746374108984007911e-01
7.146262118214105064e-01 2.381318184743632937e-01 2.667938267726486790e-01 7.010592780589044892e+00 4.620175141150416609e-01 -1.008187772355033474e+02 2.251729281029201946e-01 3.903556726948205835e+01 7.477513904011474644e-01 3.258925609831169368e+01 7.266116487464330476e+01 2.065935876800637061e+01 9.455262538073924361e+00 1.457923978193419456e-01 2.163810074528505822e+00 3.359048011611712736e-01 -3.465429092878560269e-01 4.632173483870747899e-01 -1.605246875426632747e-01
8.943651193861298365e-01 1.902737208466674657e-01 1.687358196069952410e-01 5.683435268902774062e+00 1.469017415216696681e-02 -3.836054596287615936e+01 3.432091152357348851e-01 -3.833267089460051835e+01 4.082859162577721079e-01 8.871812127062641196e+01 9.669973388318918239e+01 1.089934025509776632e+02 2.704782952693008724e+02 -2.232566866571832342e-01 2.740081736133481716e-01 9.402827721354976021e-01 -2.868627355307346583e-01 3.600032971139989213e-01 -1.032715306102055669e-01
8.961097223820564395e-01 4.080041705599775637e-01 1.866175216745312726e-01 2.767061886227821343e+00 7.859919604190512832e-01 -2.295651898579378525e+01 7.477122555402608561e-02 -6.799723284020882375e+01 1.935159046661295845e-01 2.982964464322583709e+01 9.891088328467830593e+00 7.565824248813216002e+01 6.120877438942237347e+01 1.056931273844761432e-01 1.508241050579564480e+00 3.523320129970297643e-01 -2.745643641859070727e-01 3.326112043971164445e-01 -9.132318385640306180e-02
8.736489653864609739e-01 1.925777823199953387e-01 1.909161539695215237e-01 2.982032282671122747e+00 1.013867848036535541e-01 5.843669769426981020e+01 3.435325532657587111e-01 7.496471236612456401e-01 6.602488863019696508e-01 2.679187056179664239e+01 7.264621307673434103e+01 4.849695329527958343e+00 6.054971867402561969e+01 -5.314547393759935789e-02 4.339558490554748182e+00 2.248608567501777511e+00 -2.852601313223387947e-01 4.018945985788681119e-01 -1.146445059683465495e-01
5.795500646075997242e-01 2.931740482804445214e-01 2.019322680170309581e-01 1.585389185706504778e+00 3.739458153202034896e-01 1.559073957343278494e+02 3.812453429795247262e-01 4.425093410802519145e+01 1.887941066633744003e-01 -1.232625347205780031e+01 1.068026465892697274e+02 3.348396910806749105e+01 1.300513562428992316e+02 -9.484530512051011497e-01 9.984630494556197000e-01 3.594715570904973845e-01 -3.230589594872563808e-01 3.997036388536688856e-01 -1.291278416713363686e-01
7.009750073838676432e-01 4.278173563165363902e-01 1.065033323538064486e-01 2.588019442496527045e+00 5.775587371182346885e-01 2.622257462813144979e+00 9.987081803765334165e-01 -1.436133764838145410e+01 1.588341691260450883e-01 1.075653809737896616e+01 1.919960207661181784e+01 1.559025090288523359e+02 1.291852076524297388e+02 2.379140394330062080e-01 3.742141043252164234e+00 1.818026204001383483e+00 nan nan -1.536948638545564683e-01
6.933747445417087762e-01 2.719727824216573997e-01 1.989429409467303456e-01 5.001947092373687509e-01 7.117169822714681793e-01 -2.666672365185279858e+01 1.104932930603703262e-02 -6.093474487245248383e+01 6.045046158167317607e-01 5.028759407366285927e+01 2.324077070030143659e+02 3.424605121921479736e+02 5.906823887933272488e+01 -6.596920800212426883e-01 5.525456748616824676e+00 4.094313237764272140e-01 -3.757925288110944839e-01 4.788128001802052225e-01 -1.799342730068405893e-01
6.645098174482790832e-01 1.186071780539055681e-01 2.656290397179423834e-01 3.624557636222972778e+00 8.553267435958812337e-01 1.884582809344135157e+01 4.471217209871038989e-01 -6.213922516954868769e+01 1.826691361953134210e-02 -2.917847454439985100e+01 1.446281386262612934e+00 2.049515896295859250e+02 1.171242024548097227e+01 6.551596740153717846e-01 1.171454929437738768e+00 1.811660724158339342e+00 -3.719999748215891966e-01 4.655988419335103656e-01 -1.732027574762269317e-01
